num,title,difficulty,up_vote,down_vote,score
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,Medium,253,1090,0.16837101432537568
1114,Print in Order,Easy,892,155,0.8291599774360803
1115,Print FooBar Alternately,Medium,436,36,0.8962144487743581
1116,Print Zero Even Odd,Medium,298,200,0.5547427227919494
1117,Building H2O,Medium,302,84,0.7385455884706351
1122,Relative Sort Array,Easy,1458,90,0.9290724589124784
1123,Lowest Common Ancestor of Deepest Leaves,Medium,951,707,0.5496338485606276
1124,Longest Well-Performing Interval,Medium,833,88,0.8837509403666068
1125,Smallest Sufficient Team,Hard,631,11,0.9695813845593371
1128,Number of Equivalent Domino Pairs,Easy,420,213,0.6258088031690126
1129,Shortest Path with Alternating Colors,Medium,960,47,0.938486483230379
1130,Minimum Cost Tree From Leaf Values,Medium,2719,193,0.9241034905269416
1131,Maximum of Absolute Value Expression,Medium,405,306,0.5329472606387402
1137,N-th Tribonacci Number,Easy,1254,79,0.9267479545517878
1138,Alphabet Board Path,Medium,574,132,0.7826048052117331
1139,Largest 1-Bordered Square,Medium,428,78,0.8117915267482556
1140,Stone Game II,Medium,1125,236,0.8055719958162347
1143,Longest Common Subsequence,Medium,4969,58,0.9851147883839474
1144,Decrease Elements To Make Array Zigzag,Medium,239,136,0.5875074296286076
1145,Binary Tree Coloring Game,Medium,850,163,0.8151892597516509
1146,Snapshot Array,Medium,1238,208,0.8371223531727378
1147,Longest Chunked Palindrome Decomposition,Hard,378,23,0.9154063650886777
1154,Day of the Year,Easy,204,276,0.3815427835386114
1155,Number of Dice Rolls With Target Sum,Medium,1720,73,0.9491136608072789
1156,Swap For Longest Repeated Character Substring,Medium,627,59,0.8906394101146782
1157,Online Majority Element In Subarray,Hard,410,42,0.876777252418111
1160,Find Words That Can Be Formed by Characters,Easy,830,114,0.8568986513248931
1161,Maximum Level Sum of a Binary Tree,Medium,1161,51,0.9450961863376303
1162,As Far from Land as Possible,Medium,1292,50,0.9512168115130755
1163,Last Substring in Lexicographical Order,Hard,399,395,0.4678121338617515
1169,Invalid Transactions,Medium,242,1301,0.13954724003189536
1170,Compare Strings by Frequency of the Smallest Character,Medium,447,859,0.31702960176780265
1171,Remove Zero Sum Consecutive Nodes from Linked List,Medium,1206,64,0.9361609296477807
1172,Dinner Plate Stacks,Hard,292,47,0.8205039248107744
1175,Prime Arrangements,Easy,214,323,0.3579623891641978
1177,Can Make Palindrome from Substring,Medium,480,215,0.6553128512609551
1178,Number of Valid Words for Each Puzzle,Hard,1001,70,0.9182295152893634
1179,Reformat Department Table,Easy,371,271,0.5393239101178607
1184,Distance Between Bus Stops,Easy,462,53,0.8678373723773696
1185,Day of the Week,Easy,201,1740,0.09077401127279715
1186,Maximum Subarray Sum with One Deletion,Medium,1081,39,0.9527527393636523
1187,Make Array Strictly Increasing,Hard,532,15,0.9552511439769653
1189,Maximum Number of Balloons,Easy,884,65,0.9136346038816346
1190,Reverse Substrings Between Each Pair of Parentheses,Medium,1055,29,0.9618425531674298
1191,K-Concatenation Maximum Sum,Medium,761,73,0.8913490621523071
1192,Critical Connections in a Network,Hard,3156,133,0.952276465617961
1195,Fizz Buzz Multithreaded,Medium,317,248,0.5198655911828436
1200,Minimum Absolute Difference,Easy,871,42,0.9384023856414994
1201,Ugly Number III,Medium,613,365,0.5960358878716159
1202,Smallest String With Swaps,Medium,1228,42,0.9556003843525881
1203,Sort Items by Groups Respecting Dependencies,Hard,531,79,0.8415102650504871
1206,Design Skiplist,Hard,335,39,0.8606204263224287
1207,Unique Number of Occurrences,Easy,993,31,0.9573499688245313
1208,Get Equal Substrings Within Budget,Medium,537,40,0.9069749603582725
1209,Remove All Adjacent Duplicates in String II,Medium,2204,48,0.9718547579761438
1210,Minimum Moves to Reach Target with Rotations,Hard,177,54,0.7075734720834244
1217,Minimum Cost to Move Chips to The Same Position,Easy,1232,179,0.8547545804030472
1219,Path with Maximum Gold,Medium,1574,45,0.9630115529066756
1220,Count Vowels Permutation,Hard,850,85,0.8889515541980971
1221,Split a String in Balanced Strings,Easy,1472,699,0.6580745838724681
1222,Queens That Can Attack the King,Medium,610,111,0.8178752351953775
1223,Dice Roll Simulation,Hard,629,170,0.7575160049717539
1224,Maximum Equal Frequency,Hard,327,35,0.868501426112455
1226,The Dining Philosophers,Medium,161,174,0.42761790850017567
1227,Airplane Seat Assignment Probability,Medium,321,592,0.3212971469019889
1232,Check If It Is a Straight Line,Easy,701,107,0.8424538086176837
1233,Remove Sub-Folders from the Filesystem,Medium,508,72,0.8465276331684184
1234,Replace the Substring for Balanced String,Medium,658,143,0.7934367419548581
1235,Maximum Profit in Job Scheduling,Hard,2644,30,0.9840292254787724
1237,Find Positive Integer Solution for a Given Equation,Medium,306,1061,0.20254272843373408
1239,Maximum Length of a Concatenated String with Unique Characters,Medium,1540,146,0.899022310640496
1240,Tiling a Rectangle with the Fewest Squares,Hard,397,374,0.4796510969133466
1247,Minimum Swaps to Make Strings Equal,Medium,738,196,0.7628727148656752
1248,Count Number of Nice Subarrays,Medium,1347,32,0.9674251136554632
1249,Minimum Remove to Make Valid Parentheses,Medium,3111,63,0.9746866043948934
1250,Check If It Is a Good Array,Hard,197,249,0.3963085288091003
1252,Cells with Odd Values in a Matrix,Easy,616,979,0.3626130352299379
1253,Reconstruct a 2-Row Binary Matrix,Medium,277,22,0.8911133045059438
1254,Number of Closed Islands,Medium,1331,34,0.9653951721789924
1255,Maximum Score Words Formed by Letters,Hard,511,32,0.9179895285697535
1260,Shift 2D Grid,Easy,419,135,0.7188830345919464
1261,Find Elements in a Contaminated Binary Tree,Medium,497,75,0.838741824692824
1262,Greatest Sum Divisible by Three,Medium,1001,29,0.959856638711861
1263,Minimum Moves to Move a Box to Their Target Location,Hard,557,42,0.906576903986365
1266,Minimum Time Visiting All Points,Easy,1052,149,0.8560851011291875
1267,Count Servers that Communicate,Medium,755,67,0.8977819991010727
1268,Search Suggestions System,Medium,1747,114,0.9269173564597868
1269,Number of Ways to Stay in the Same Place After Some Steps,Hard,469,27,0.9219578044982024
1275,Find Winner on a Tic Tac Toe Game,Easy,659,175,0.7612331717140465
1276,Number of Burgers with No Waste of Ingredients,Medium,190,176,0.46800524530708953
1277,Count Square Submatrices with All Ones,Medium,2804,45,0.9789314286393086
1278,Palindrome Partitioning III,Hard,610,12,0.966583232286719
1281,Subtract the Product and Sum of Digits of an Integer,Easy,783,167,0.7987130332696375
1282,Group the People Given the Group Size They Belong To,Medium,830,437,0.6284832815914245
1283,Find the Smallest Divisor Given a Threshold,Medium,1112,142,0.8680290924899744
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,428,43,0.8792812052934514
1286,Iterator for Combination,Medium,1063,86,0.9084793281821371
1287,Element Appearing More Than 25% In Sorted Array,Easy,572,34,0.9226206473344226
1288,Remove Covered Intervals,Medium,788,30,0.9481273379880203
1289,Minimum Falling Path Sum II,Hard,596,55,0.8916364166032169
1290,Convert Binary Number in a Linked List to Integer,Easy,2089,97,0.9461655485585335
1291,Sequential Digits,Medium,658,58,0.8967012907746299
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Medium,691,50,0.9121404156388964
1293,Shortest Path in a Grid with Obstacles Elimination,Hard,1639,24,0.9786153302159961
1295,Find Numbers with Even Number of Digits,Easy,976,91,0.8964311771394841
1296,Divide Array in Sets of K Consecutive Numbers,Medium,935,75,0.9079095961496217
1297,Maximum Number of Occurrences of a Substring,Medium,501,265,0.6196672388032588
1298,Maximum Candies You Can Get from Boxes,Hard,155,107,0.5311762596183102
1299,Replace Elements with Greatest Element on Right Side,Easy,1025,161,0.8435754026759479
1300,Sum of Mutated Array Closest to Target,Medium,641,82,0.8613967484840258
1301,Number of Paths with Max Score,Hard,271,14,0.9192445842119373
1302,Deepest Leaves Sum,Medium,2024,66,0.960021919354545
1304,Find N Unique Integers Sum up to Zero,Easy,856,402,0.654160931938437
1305,All Elements in Two Binary Search Trees,Medium,1315,47,0.9544141934358051
1306,Jump Game III,Medium,2247,54,0.9695064440977348
1307,Verbal Arithmetic Puzzle,Hard,275,70,0.751500495871448
1309,Decrypt String from Alphabet to Integer Mapping,Easy,744,64,0.9001170796973296
1310,XOR Queries of a Subarray,Medium,765,28,0.9494417564076699
1311,Get Watched Videos by Your Friends,Medium,180,268,0.3574078084238943
1312,Minimum Insertion Steps to Make a String Palindrome,Hard,1297,23,0.9739891070753129
1313,Decompress Run-Length Encoded List,Easy,621,992,0.36154994241520827
1314,Matrix Block Sum,Medium,1410,226,0.8442882418926301
1315,Sum of Nodes with Even-Valued Grandparent,Medium,1437,50,0.9559444630081686
1316,Distinct Echo Substrings,Hard,146,158,0.42469739915354016
1317,Convert Integer to the Sum of Two No-Zero Integers,Easy,230,196,0.49243038969869884
1318,Minimum Flips to Make a OR b Equal to c,Medium,357,33,0.8835492121276622
1319,Number of Operations to Make Network Connected,Medium,1579,25,0.9770922486793201
1320,Minimum Distance to Type a Word Using Two Fingers,Hard,688,27,0.9456151520249408
1323,Maximum 69 Number,Easy,827,111,0.8594187066153939
1324,Print Words Vertically,Medium,365,82,0.7780293267637934
1325,Delete Leaves With a Given Value,Medium,1147,22,0.9716692589005734
1326,Minimum Number of Taps to Open to Water a Garden,Hard,1232,88,0.918579889188684
1328,Break a Palindrome,Medium,651,417,0.5799488807109668
1329,Sort the Matrix Diagonally,Medium,1370,168,0.8741929755962473
1330,Reverse Subarray To Maximize Array Value,Hard,298,31,0.8693585908987355
1331,Rank Transform of an Array,Easy,734,49,0.9182265904598371
1332,Remove Palindromic Subsequences,Easy,144,224,0.34280856853196584
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",Medium,181,167,0.4676912180406087
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,Medium,916,54,0.9280700913782056
1335,Minimum Difficulty of a Job Schedule,Hard,986,114,0.8769509080550842
1337,The K Weakest Rows in a Matrix,Easy,1284,79,0.928347207669113
1338,Reduce Array Size to The Half,Medium,1038,74,0.9172610649505285
1339,Maximum Product of Splitted Binary Tree,Medium,1065,51,0.94041239028457
1340,Jump Game V,Hard,547,21,0.9441420319977959
1342,Number of Steps to Reduce a Number to Zero,Easy,1305,97,0.9163180267740453
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Medium,423,52,0.8592517744250616
1344,Angle Between Hands of a Clock,Medium,779,164,0.8005844226604235
1345,Jump Game IV,Hard,894,52,0.928625752990147
1346,Check If N and Its Double Exist,Easy,633,86,0.8546247597633874
1347,Minimum Number of Steps to Make Two Strings Anagram,Medium,944,52,0.9321751751274301
1348,Tweet Counts Per Frequency,Medium,82,157,0.285815917669807
1349,Maximum Students Taking Exam,Hard,507,9,0.9671868467524155
1351,Count Negative Numbers in a Sorted Matrix,Easy,1687,65,0.9529881061692216
1352,Product of the Last K Numbers,Medium,729,41,0.9285611294128391
1353,Maximum Number of Events That Can Be Attended,Medium,1447,189,0.8680757750852632
1354,Construct Target Array With Multiple Sums,Hard,610,70,0.8719430062163245
1356,Sort Integers by The Number of 1 Bits,Easy,760,36,0.9380236971935156
1357,Apply Discount Every n Orders,Medium,102,148,0.3489166372875682
1358,Number of Substrings Containing All Three Characters,Medium,1133,22,0.9713278882209345
1359,Count All Valid Pickup and Delivery Options,Hard,434,68,0.8318225773276201
1360,Number of Days Between Two Dates,Easy,151,681,0.1567837059857925
1361,Validate Binary Tree Nodes,Medium,624,213,0.7149354251534381
1362,Closest Divisors,Medium,156,77,0.6068078871047244
1363,Largest Multiple of Three,Hard,347,51,0.8354305414342151
1365,How Many Numbers Are Smaller Than the Current Number,Easy,2517,54,0.9726971149168248
1366,Rank Teams by Votes,Medium,650,70,0.8789517527245898
1367,Linked List in Binary Tree,Medium,1147,40,0.9544383292014705
1368,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,829,6,0.9844121417971173
1370,Increasing Decreasing String,Easy,457,548,0.42417080675566493
1371,Find the Longest Substring Containing Vowels in Even Counts,Medium,948,37,0.9486534305712903
1372,Longest ZigZag Path in a Binary Tree,Medium,859,17,0.969141512506446
1373,Maximum Sum BST in Binary Tree,Hard,805,106,0.8611924225219193
1374,Generate a String With Characters That Have Odd Counts,Easy,264,932,0.19814506880120125
1376,Time Needed to Inform All Employees,Medium,1278,80,0.9272782580545896
1377,Frog Position After T Seconds,Hard,334,86,0.7540516881834085
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Medium,623,831,0.40325819323245365
1380,Lucky Numbers in a Matrix,Easy,745,59,0.9064919817901397
1381,Design a Stack With Increment Operation,Medium,891,64,0.9153274101078479
1382,Balance a Binary Search Tree,Medium,1380,48,0.9557161992044859
1383,Maximum Performance of a Team,Hard,1052,37,0.9535201496545039
1385,Find the Distance Value Between Two Arrays,Easy,249,1022,0.17501831210494062
1386,Cinema Seat Allocation,Medium,374,197,0.6150805810206607
1387,Sort Integers by The Power Value,Medium,702,80,0.8744767848558553
1388,Pizza With 3n Slices,Hard,478,9,0.9652541357369423
1389,Create Target Array in the Given Order,Easy,806,981,0.4280935525781073
1390,Four Divisors,Medium,172,140,0.4958024317673993
1391,Check if There is a Valid Path in a Grid,Medium,483,222,0.6498950677020742
1392,Longest Happy Prefix,Hard,532,22,0.9406065752250461
1394,Find Lucky Integer in an Array,Easy,526,19,0.9461939781711911
1395,Count Number of Teams,Medium,1607,149,0.9011907795792352
1396,Design Underground System,Medium,1009,64,0.9245508065910887
1397,Find All Good Strings,Hard,243,95,0.6687578808709882
1399,Count Largest Group,Easy,229,596,0.24810277097657737
1400,Construct K Palindrome Strings,Medium,570,59,0.8808856292419179
1401,Circle and Rectangle Overlapping,Medium,202,51,0.7446888103963036
1402,Reducing Dishes,Hard,746,120,0.8368198798698155
1403,Minimum Subsequence in Non-Increasing Order,Easy,301,344,0.4284760468603621
1404,Number of Steps to Reduce a Number in Binary Representation to One,Medium,408,34,0.8944292211644403
1406,Stone Game III,Hard,831,21,0.9626135869839976
1408,String Matching in an Array,Easy,446,67,0.8374693453027936
1409,Queries on a Permutation With Key,Medium,293,484,0.34369607706060096
1410,HTML Entity Parser,Medium,126,247,0.2916733741818009
1411,Number of Ways to Paint N × 3 Grid,Hard,687,30,0.940897861504202
1413,Minimum Value to Get Positive Step by Step Sum,Easy,890,209,0.7855610694894544
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,588,48,0.9013535060455833
1415,The k-th Lexicographical String of All Happy Strings of Length n,Medium,573,15,0.9583390956355661
1416,Restore The Array,Hard,315,10,0.9442955415051564
1417,Reformat The String,Easy,348,70,0.7937468254514454
1418,Display Table of Food Orders in a Restaurant,Medium,169,308,0.31269401563594396
1419,Minimum Number of Frogs Croaking,Medium,565,36,0.9181871710678564
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,374,9,0.955949524352742
1423,Maximum Points You Can Obtain from Cards,Medium,2359,95,0.9529061089169584
1424,Diagonal Traverse II,Medium,714,72,0.8861950522674376
1425,Constrained Subsequence Sum,Hard,669,27,0.9441461687771525
1431,Kids With the Greatest Number of Candies,Easy,1235,236,0.8199286008490724
1432,Max Difference You Can Get From Changing an Integer,Medium,126,173,0.36677857454068674
1433,Check If a String Can Break Another String,Medium,434,100,0.777453733098933
1434,Number of Ways to Wear Different Hats to Each Other,Hard,520,7,0.9728386228050749
1436,Destination City,Easy,815,56,0.9174271248321266
1437,Check If All 1's Are at Least Length K Places Away,Easy,341,189,0.6017179268989533
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,1765,78,0.9474945024824851
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,730,8,0.9787563957540508
1441,Build an Array With Stack Operations,Easy,383,664,0.3371713096403874
1442,Count Triplets That Can Form Two Arrays of Equal XOR,Medium,776,39,0.9352524240922698
1443,Minimum Time to Collect All Apples in a Tree,Medium,807,78,0.891362127204184
1444,Number of Ways of Cutting a Pizza,Hard,390,14,0.9426790066760781
1446,Consecutive Characters,Easy,707,18,0.96109695865512
1447,Simplified Fractions,Medium,200,30,0.8199029328950888
1448,Count Good Nodes in Binary Tree,Medium,1880,68,0.9559828368706815
1449,Form Largest Integer With Digits That Add up to Target,Hard,452,8,0.9660614271277064
1450,Number of Students Doing Homework at a Given Time,Easy,486,116,0.773892901340538
1451,Rearrange Words in a Sentence,Medium,413,57,0.846099340175188
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,208,182,0.4837353663146046
1453,Maximum Number of Darts Inside of a Circular Dartboard,Hard,105,233,0.2636758208632689
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,425,22,0.9266074585753831
1456,Maximum Number of Vowels in a Substring of Given Length,Medium,599,37,0.9208407532071967
1457,Pseudo-Palindromic Paths in a Binary Tree,Medium,851,30,0.9518046930827958
1458,Max Dot Product of Two Subsequences,Hard,519,10,0.965555481687405
1460,Make Two Arrays Equal by Reversing Sub-arrays,Easy,589,102,0.8239927000554066
1461,Check If a String Contains All Binary Codes of Size K,Medium,627,65,0.8820356141104783
1462,Course Schedule IV,Medium,623,44,0.9125996407034982
1463,Cherry Pickup II,Hard,1021,12,0.9798051513771252
1464,Maximum Product of Two Elements in an Array,Easy,718,126,0.8250807047336447
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Medium,932,220,0.7853166952002302
1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium,1131,28,0.9653051613873133
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,Hard,184,133,0.525470821823316
1470,Shuffle the Array,Easy,1832,157,0.9083878590549759
1471,The k Strongest Values in an Array,Medium,349,85,0.7642100238024566
1472,Design Browser History,Medium,886,88,0.8900007382013151
1473,Paint House III,Hard,462,24,0.9275730611605156
1475,Final Prices With a Special Discount in a Shop,Easy,802,58,0.9138001775954175
1476,Subrectangle Queries,Medium,307,826,0.2458878178975098
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,1033,53,0.9367163010806984
1478,Allocate Mailboxes,Hard,607,10,0.9704247945091462
1480,Running Sum of 1d Array,Easy,2079,167,0.9140538048706056
1481,Least Number of Unique Integers after K Removals,Medium,673,57,0.9001715552035224
1482,Minimum Number of Days to Make m Bouquets,Medium,1292,33,0.9652300561204971
1483,Kth Ancestor of a Tree Node,Hard,795,73,0.8955520278852978
1486,XOR Operation in an Array,Easy,674,267,0.6866208965843464
1487,Making File Names Unique,Medium,287,445,0.3573598897649383
1488,Avoid Flood in The City,Medium,825,173,0.8019263064961613
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,Hard,382,39,0.8758656545116673
1491,Average Salary Excluding the Minimum and Maximum Salary,Easy,384,74,0.8019270676667564
1492,The kth Factor of n,Medium,509,175,0.7101512443418293
1493,Longest Subarray of 1's After Deleting One Element,Medium,676,14,0.9662322005695834
1494,Parallel Courses II,Hard,509,41,0.9004301452771655
1496,Path Crossing,Easy,422,7,0.9667061509711298
1497,Check If Array Pairs Are Divisible by k,Medium,687,52,0.9088864550658606
1498,Number of Subsequences That Satisfy the Given Sum Condition,Medium,876,80,0.8970542478014407
1499,Max Value of Equation,Hard,696,27,0.9462108099191437
1502,Can Make Arithmetic Progression From Sequence,Easy,488,35,0.9083498598944328
1503,Last Moment Before All Ants Fall Out of a Plank,Medium,294,173,0.5848592258527281
1504,Count Submatrices With All Ones,Medium,1290,96,0.9161436118635181
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Hard,275,16,0.912561387194211
1507,Reformat Date,Easy,196,260,0.385158769640617
1508,Range Sum of Sorted Subarray Sums,Medium,450,87,0.8044417815941001
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,868,123,0.8538912551474386
1510,Stone Game IV,Hard,526,29,0.9259642607550771
1512,Number of Good Pairs,Easy,1895,126,0.9262602585902128
1513,Number of Substrings With Only 1s,Medium,424,21,0.9289368461973552
1514,Path with Maximum Probability,Medium,921,21,0.966159970768647
1515,Best Position for a Service Centre,Hard,151,186,0.39585801180896396
1518,Water Bottles,Easy,599,51,0.8983021912110766
1519,Number of Nodes in the Sub-Tree With the Same Label,Medium,336,315,0.4777578259849431
1520,Maximum Number of Non-Overlapping Substrings,Hard,417,53,0.8554415922182365
1521,Find a Value of a Mysterious Function Closest to Target,Hard,245,9,0.9340418665445035
1523,Count Odd Numbers in an Interval Range,Easy,268,27,0.8701110511210441
1524,Number of Sub-arrays With Odd Sum,Medium,629,27,0.9407785707079361
1525,Number of Good Ways to Split a String,Medium,1052,25,0.9659570694660555
1526,Minimum Number of Increments on Subarrays to Form a Target Array,Hard,707,45,0.9208652883463412
1528,Shuffle String,Easy,1026,219,0.8019590689100016
1529,Bulb Switcher IV,Medium,561,30,0.928459858517582
1530,Number of Good Leaf Nodes Pairs,Medium,909,20,0.9669809627306192
1531,String Compression II,Hard,390,37,0.8828443069068361
1534,Count Good Triplets,Easy,353,792,0.2822266449121964
1535,Find the Winner of an Array Game,Medium,409,24,0.9188526772313595
1536,Minimum Swaps to Arrange a Binary Grid,Medium,361,56,0.8296217279743983
1537,Get the Maximum Score,Hard,486,31,0.9161466265938113
1539,Kth Missing Positive Number,Easy,1813,121,0.9257505637210328
1540,Can Convert String in K Moves,Medium,255,205,0.5086619475889317
1541,Minimum Insertions to Balance a Parentheses String,Medium,515,105,0.7991063267279158
1542,Find Longest Awesome Substring,Hard,451,9,0.9632381878440057
1544,Make The String Great,Easy,611,48,0.9047487066835286
1545,Find Kth Bit in Nth Binary String,Medium,376,31,0.8939148019736086
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,Medium,644,13,0.9664423555114342
1547,Minimum Cost to Cut a Stick,Hard,882,18,0.9686074158522342
1550,Three Consecutive Odds,Easy,300,44,0.8326449107727714
1551,Minimum Operations to Make Array Equal,Medium,673,118,0.8243003719302411
1552,Magnetic Force Between Two Balls,Medium,862,70,0.9061721187859608
1553,Minimum Number of Days to Eat N Oranges,Hard,573,40,0.9123622481266734
1556,Thousand Separator,Easy,286,9,0.9430443318931461
1557,Minimum Number of Vertices to Reach All Nodes,Medium,1057,55,0.9361718577813162
1558,Minimum Numbers of Function Calls to Make Target Array,Medium,359,19,0.9228333163170789
1559,Detect Cycles in 2D Grid,Medium,472,17,0.9450342351379751
1560,Most Visited Sector in a Circular Track,Easy,172,377,0.27590748838159584
1561,Maximum Number of Coins You Can Get,Medium,479,76,0.8319550522289705
1562,Find Latest Group of Size M,Medium,398,85,0.7875361024665978
1563,Stone Game V,Hard,307,55,0.8074468447791315
1566,Detect Pattern of Length M Repeated K or More Times,Easy,413,69,0.8227542318520012
1567,Maximum Length of Subarray With Positive Product,Medium,877,12,0.9765549942555136
1568,Minimum Number of Days to Disconnect Island,Hard,321,113,0.6963696220534576
1569,Number of Ways to Reorder Array to Get Same BST,Hard,345,40,0.8616107827403471
1572,Matrix Diagonal Sum,Easy,777,15,0.9689874335255327
1573,Number of Ways to Split a String,Medium,372,51,0.844938036459229
1574,Shortest Subarray to be Removed to Make Array Sorted,Medium,820,22,0.9607559779632628
1575,Count All Possible Routes,Hard,306,15,0.9243409105150635
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,Easy,343,136,0.6740999666448472
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,Medium,201,42,0.7746251661397122
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,Hard,494,4,0.979531503031634
1582,Special Positions in a Binary Matrix,Easy,361,14,0.938316659480757
1583,Count Unhappy Friends,Medium,139,517,0.182341892556115
1584,Min Cost to Connect All Points,Medium,865,36,0.9451810510484555
1585,Check If String Is Transformable With Substring Sort Operations,Hard,302,4,0.9668765104971814
1588,Sum of All Odd Length Subarrays,Easy,1434,134,0.8996698072601147
1589,Maximum Sum Obtained of Any Permutation,Medium,422,23,0.9236393228176559
1590,Make Sum Divisible by P,Medium,746,34,0.9397053516732744
1591,Strange Printer II,Hard,272,8,0.9446432980373222
1592,Rearrange Spaces Between Words,Easy,209,197,0.4662526510261885
1593,Split a String Into the Max Number of Unique Substrings,Medium,466,18,0.9419825638143989
1594,Maximum Non Negative Product in a Matrix,Medium,454,21,0.9333610852285916
1595,Minimum Cost to Connect Two Groups of Points,Hard,287,10,0.9391399746625833
1598,Crawler Log Folder,Easy,372,30,0.8954642990765731
1599,Maximum Profit of Operating a Centennial Wheel,Medium,59,197,0.1830927849243291
1600,Throne Inheritance,Medium,156,219,0.3672103636423256
1601,Maximum Number of Achievable Transfer Requests,Hard,200,26,0.8367717312687206
1603,Design Parking System,Easy,491,232,0.6442171998789734
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,Medium,131,218,0.3261721907631011
1605,Find Valid Matrix Given Row and Column Sums,Medium,721,23,0.9540391288361032
1606,Find Servers That Handled Most Number of Requests,Hard,251,9,0.935533013498961
1608,Special Array With X Elements Greater Than or Equal X,Easy,518,86,0.8274835779127049
1609,Even Odd Tree,Medium,504,33,0.9149537893142081
1610,Maximum Number of Visible Points,Hard,297,391,0.3951545424427097
1611,Minimum One Bit Operations to Make Integers Zero,Hard,254,224,0.48657276214461703
1614,Maximum Nesting Depth of the Parentheses,Easy,629,144,0.7847385754410453
1615,Maximal Network Rank,Medium,516,100,0.8064634157836228
1616,Split Two Strings to Make Palindrome,Medium,423,186,0.6568748862872259
1617,Count Subtrees With Max Distance Between Cities,Hard,251,26,0.8660232050561453
1619,Mean of Array After Removing Some Elements,Easy,217,70,0.7032448157422511
1620,Coordinate With Maximum Network Quality,Medium,57,182,0.18887057175570987
1621,Number of Sets of K Non-Overlapping Line Segments,Medium,275,31,0.8597899928679369
1622,Fancy Sequence,Hard,220,81,0.6781164041287082
1624,Largest Substring Between Two Equal Characters,Easy,318,19,0.9136276473275948
1625,Lexicographically Smallest String After Applying Operations,Medium,198,212,0.43493955857218014
1626,Best Team With No Conflicts,Medium,663,26,0.9452820199084647
1627,Graph Connectivity With Threshold,Hard,273,20,0.8969247233903369
1629,Slowest Key,Easy,462,80,0.8200581655803809
1630,Arithmetic Subarrays,Medium,438,53,0.8615033523871112
1631,Path With Minimum Effort,Medium,1758,86,0.9427592589282285
1632,Rank Transform of a Matrix,Hard,532,33,0.9191093900457029
1636,Sort Array by Increasing Frequency,Easy,952,40,0.9455582029500279
1637,Widest Vertical Area Between Two Points Containing No Points,Medium,131,412,0.20716402868623893
1638,Count Substrings That Differ by One Character,Medium,496,205,0.6728280399392221
1639,Number of Ways to Form a Target String Given a Dictionary,Hard,197,11,0.907797488843452
1640,Check Array Formation Through Concatenation,Easy,598,104,0.823659077590787
1641,Count Sorted Vowel Strings,Medium,1500,34,0.9691878721062165
1642,Furthest Building You Can Reach,Medium,1325,44,0.9571292455995968
1643,Kth Smallest Instructions,Hard,295,3,0.9708242773227945
1646,Get Maximum in Generated Array,Easy,282,437,0.3571861309193159
1647,Minimum Deletions to Make Character Frequencies Unique,Medium,930,24,0.9628394957318607
1648,Sell Diminishing-Valued Colored Balls,Medium,556,186,0.7169109797532995
1649,Create Sorted Array through Instructions,Hard,427,58,0.84850334872699
1652,Defuse the Bomb,Easy,348,40,0.8626570680415724
1653,Minimum Deletions to Make String Balanced,Medium,521,14,0.9565578790355981
1654,Minimum Jumps to Reach Home,Medium,563,117,0.7977500552209118
1655,Distribute Repeating Integers,Hard,176,14,0.8801300555962327
1656,Design an Ordered Stream,Easy,161,1349,0.09204135463504129
1657,Determine if Two Strings Are Close,Medium,574,33,0.9246334690959824
1658,Minimum Operations to Reduce X to Zero,Medium,1302,24,0.9732092502150477
1659,Maximize Grid Happiness,Hard,190,43,0.7606634715973083
1662,Check If Two String Arrays are Equivalent,Easy,595,102,0.8254801990591306
1663,Smallest String With A Given Numeric Value,Medium,512,19,0.9447928390892568
